TransactionNo,Items,DateTime,Daypart,DayType
4982,Coffee,20-01-2017 12:38,Afternoon,Weekday
4983,Coffee,20-01-2017 12:46,Afternoon,Weekday
4983,Tea,20-01-2017 12:46,Afternoon,Weekday
4983,Scone,20-01-2017 12:46,Afternoon,Weekday
4984,Cake,20-01-2017 12:50,Afternoon,Weekday
4984,Pastry,20-01-2017 12:50,Afternoon,Weekday
4984,Farm House,20-01-2017 12:50,Afternoon,Weekday
4984,Scandinavian,20-01-2017 12:50,Afternoon,Weekday
4985,Smoothies,20-01-2017 13:01,Afternoon,Weekday
4985,Muffin,20-01-2017 13:01,Afternoon,Weekday
4986,Coffee,20-01-2017 13:11,Afternoon,Weekday
4986,Tea,20-01-2017 13:11,Afternoon,Weekday
4986,Sandwich,20-01-2017 13:11,Afternoon,Weekday
4986,Salad,20-01-2017 13:11,Afternoon,Weekday
4987,Sandwich,20-01-2017 13:12,Afternoon,Weekday
4987,Truffles,20-01-2017 13:12,Afternoon,Weekday
4988,Coffee,20-01-2017 13:16,Afternoon,Weekday
4988,Sandwich,20-01-2017 13:16,Afternoon,Weekday
4989,Bread,20-01-2017 13:17,Afternoon,Weekday
4989,Coffee,20-01-2017 13:17,Afternoon,Weekday
4990,Chicken Stew,20-01-2017 13:24,Afternoon,Weekday
4991,Bread,20-01-2017 13:47,Afternoon,Weekday
4991,Coffee,20-01-2017 13:47,Afternoon,Weekday
4991,Bread,20-01-2017 13:47,Afternoon,Weekday
4992,Coffee,20-01-2017 13:52,Afternoon,Weekday
4993,Coffee,20-01-2017 13:59,Afternoon,Weekday
4993,Sandwich,20-01-2017 13:59,Afternoon,Weekday
4994,Hot chocolate,20-01-2017 14:02,Afternoon,Weekday
4995,Medialuna,20-01-2017 14:15,Afternoon,Weekday
4996,Hot chocolate,20-01-2017 14:16,Afternoon,Weekday
4997,Coffee,20-01-2017 14:25,Afternoon,Weekday
4998,Cake,20-01-2017 14:33,Afternoon,Weekday
4999,Coffee,20-01-2017 14:37,Afternoon,Weekday
4999,Alfajores,20-01-2017 14:37,Afternoon,Weekday
5000,Bread,20-01-2017 14:38,Afternoon,Weekday
5000,Coffee,20-01-2017 14:38,Afternoon,Weekday
5001,Bread,20-01-2017 14:40,Afternoon,Weekday
5002,Bread,20-01-2017 14:47,Afternoon,Weekday
5002,Muffin,20-01-2017 14:47,Afternoon,Weekday
5003,Coffee,20-01-2017 15:10,Afternoon,Weekday
5003,Bread,20-01-2017 15:10,Afternoon,Weekday
5004,Coffee,20-01-2017 15:24,Afternoon,Weekday
5004,Coffee,20-01-2017 15:24,Afternoon,Weekday
5004,Cake,20-01-2017 15:24,Afternoon,Weekday
5005,Bread,20-01-2017 15:25,Afternoon,Weekday
5005,Muffin,20-01-2017 15:25,Afternoon,Weekday
5006,Tea,20-01-2017 15:32,Afternoon,Weekday
5006,Tiffin,20-01-2017 15:32,Afternoon,Weekday
5007,Coffee,20-01-2017 15:36,Afternoon,Weekday
5008,Bread,20-01-2017 15:53,Afternoon,Weekday
5008,Sandwich,20-01-2017 15:53,Afternoon,Weekday
5008,Tea,20-01-2017 15:53,Afternoon,Weekday
5009,Coffee,20-01-2017 15:59,Afternoon,Weekday
5009,Pastry,20-01-2017 15:59,Afternoon,Weekday
5010,Scandinavian,20-01-2017 16:01,Afternoon,Weekday
5011,Medialuna,20-01-2017 16:03,Afternoon,Weekday
5011,Vegan mincepie,20-01-2017 16:03,Afternoon,Weekday
5011,Juice,20-01-2017 16:03,Afternoon,Weekday
5011,Tea,20-01-2017 16:03,Afternoon,Weekday
5012,Coffee,20-01-2017 16:08,Afternoon,Weekday
5012,Scone,20-01-2017 16:08,Afternoon,Weekday
5013,Tea,20-01-2017 16:35,Afternoon,Weekday
5013,Brownie,20-01-2017 16:35,Afternoon,Weekday
5013,Raspberry shortbread sandwich,20-01-2017 16:35,Afternoon,Weekday
5014,Tea,20-01-2017 16:38,Afternoon,Weekday
5014,Sandwich,20-01-2017 16:38,Afternoon,Weekday
5015,Coffee,20-01-2017 16:48,Afternoon,Weekday
5015,Cookies,20-01-2017 16:48,Afternoon,Weekday
5016,Cookies,20-01-2017 16:53,Afternoon,Weekday
5017,Farm House,20-01-2017 16:54,Afternoon,Weekday
5018,Bread,20-01-2017 17:14,Evening,Weekday
5019,Bread,21-01-2017 08:54,Morning,Weekend
5020,Coffee,21-01-2017 08:56,Morning,Weekend
5020,Medialuna,21-01-2017 08:56,Morning,Weekend
5021,Coffee,21-01-2017 08:58,Morning,Weekend
5021,Pastry,21-01-2017 08:58,Morning,Weekend
5022,Coffee,21-01-2017 09:13,Morning,Weekend
5022,Medialuna,21-01-2017 09:13,Morning,Weekend
5022,Pastry,21-01-2017 09:13,Morning,Weekend
5023,Coffee,21-01-2017 09:15,Morning,Weekend
5024,Cake,21-01-2017 09:19,Morning,Weekend
5025,Medialuna,21-01-2017 09:21,Morning,Weekend
5026,Coffee,21-01-2017 09:22,Morning,Weekend
5027,Farm House,21-01-2017 09:45,Morning,Weekend
5028,Bread,21-01-2017 09:46,Morning,Weekend
5028,Brownie,21-01-2017 09:46,Morning,Weekend
5029,Brownie,21-01-2017 09:51,Morning,Weekend
5029,Coffee,21-01-2017 09:51,Morning,Weekend
5030,Scandinavian,21-01-2017 09:57,Morning,Weekend
5030,Bread,21-01-2017 09:57,Morning,Weekend
5030,Alfajores,21-01-2017 09:57,Morning,Weekend
5031,Bread,21-01-2017 09:59,Morning,Weekend
5032,Medialuna,21-01-2017 10:14,Morning,Weekend
5032,Bread,21-01-2017 10:14,Morning,Weekend
5033,Bread,21-01-2017 10:15,Morning,Weekend
5033,Pastry,21-01-2017 10:15,Morning,Weekend
5034,Coffee,21-01-2017 10:21,Morning,Weekend
5035,Scone,21-01-2017 10:28,Morning,Weekend
5035,Tea,21-01-2017 10:28,Morning,Weekend
5035,Juice,21-01-2017 10:28,Morning,Weekend
5035,Medialuna,21-01-2017 10:28,Morning,Weekend
5036,Tiffin,21-01-2017 10:30,Morning,Weekend
5036,Coffee,21-01-2017 10:30,Morning,Weekend
5037,Coffee,21-01-2017 10:38,Morning,Weekend
5037,Cake,21-01-2017 10:38,Morning,Weekend
5038,Bread,21-01-2017 10:42,Morning,Weekend
5038,Scone,21-01-2017 10:42,Morning,Weekend
5039,Medialuna,21-01-2017 10:56,Morning,Weekend
5039,Coffee,21-01-2017 10:56,Morning,Weekend
5040,Coffee,21-01-2017 10:57,Morning,Weekend
5041,Spanish Brunch,21-01-2017 10:59,Morning,Weekend
5041,Tea,21-01-2017 10:59,Morning,Weekend
5041,Alfajores,21-01-2017 10:59,Morning,Weekend
5042,Cake,21-01-2017 11:09,Morning,Weekend
5043,Coffee,21-01-2017 11:11,Morning,Weekend
5043,Coffee,21-01-2017 11:11,Morning,Weekend
5043,Toast,21-01-2017 11:11,Morning,Weekend
5043,Tiffin,21-01-2017 11:11,Morning,Weekend
5044,Brownie,21-01-2017 11:13,Morning,Weekend
5045,Pastry,21-01-2017 11:16,Morning,Weekend
5046,Afternoon with the baker,21-01-2017 11:19,Morning,Weekend
5047,Farm House,21-01-2017 11:32,Morning,Weekend
5048,Coffee,21-01-2017 11:35,Morning,Weekend
5048,Coffee,21-01-2017 11:35,Morning,Weekend
5048,Coke,21-01-2017 11:35,Morning,Weekend
5048,Juice,21-01-2017 11:35,Morning,Weekend
5048,Cake,21-01-2017 11:35,Morning,Weekend
5049,Bread,21-01-2017 11:37,Morning,Weekend
5049,Tiffin,21-01-2017 11:37,Morning,Weekend
5049,Cookies,21-01-2017 11:37,Morning,Weekend
5050,Scone,21-01-2017 11:38,Morning,Weekend
5050,Cake,21-01-2017 11:38,Morning,Weekend
5050,Coffee,21-01-2017 11:38,Morning,Weekend
5051,Coffee,21-01-2017 11:41,Morning,Weekend
5052,Coffee,21-01-2017 11:42,Morning,Weekend
5052,Coffee,21-01-2017 11:42,Morning,Weekend
5052,Alfajores,21-01-2017 11:42,Morning,Weekend
5052,Tiffin,21-01-2017 11:42,Morning,Weekend
5052,Brownie,21-01-2017 11:42,Morning,Weekend
5052,Bread,21-01-2017 11:42,Morning,Weekend
5054,Coffee,21-01-2017 11:43,Morning,Weekend
5054,Medialuna,21-01-2017 11:43,Morning,Weekend
5054,Cake,21-01-2017 11:43,Morning,Weekend
5055,Granola,21-01-2017 11:44,Morning,Weekend
5055,Coffee,21-01-2017 11:44,Morning,Weekend
5056,Cake,21-01-2017 11:49,Morning,Weekend
5056,Hot chocolate,21-01-2017 11:49,Morning,Weekend
5057,Tea,21-01-2017 11:52,Morning,Weekend
5057,Scone,21-01-2017 11:52,Morning,Weekend
5057,Tiffin,21-01-2017 11:52,Morning,Weekend
5058,Bread,21-01-2017 11:56,Morning,Weekend
5059,Tea,21-01-2017 12:02,Afternoon,Weekend
5060,Coffee,21-01-2017 12:04,Afternoon,Weekend
5060,Bread,21-01-2017 12:04,Afternoon,Weekend
5061,Coffee,21-01-2017 12:10,Afternoon,Weekend
5061,Coffee,21-01-2017 12:10,Afternoon,Weekend
5061,Juice,21-01-2017 12:10,Afternoon,Weekend
5061,Cake,21-01-2017 12:10,Afternoon,Weekend
5061,Scone,21-01-2017 12:10,Afternoon,Weekend
5061,Toast,21-01-2017 12:10,Afternoon,Weekend
5062,Jammie Dodgers,21-01-2017 12:12,Afternoon,Weekend
5062,Scone,21-01-2017 12:12,Afternoon,Weekend
5062,Tiffin,21-01-2017 12:12,Afternoon,Weekend
5062,Bread,21-01-2017 12:12,Afternoon,Weekend
5062,Hot chocolate,21-01-2017 12:12,Afternoon,Weekend
5062,Tea,21-01-2017 12:12,Afternoon,Weekend
5062,Coffee,21-01-2017 12:12,Afternoon,Weekend
5063,Scandinavian,21-01-2017 12:18,Afternoon,Weekend
5064,Afternoon with the baker,21-01-2017 12:32,Afternoon,Weekend
5065,Bread,21-01-2017 12:33,Afternoon,Weekend
5066,Cookies,21-01-2017 12:34,Afternoon,Weekend
5067,Bread,21-01-2017 12:34,Afternoon,Weekend
5068,Bread,21-01-2017 12:38,Afternoon,Weekend
5069,Spanish Brunch,21-01-2017 12:42,Afternoon,Weekend
5069,Coffee,21-01-2017 12:42,Afternoon,Weekend
5070,Scandinavian,21-01-2017 12:43,Afternoon,Weekend
5071,Scandinavian,21-01-2017 12:45,Afternoon,Weekend
5072,Brownie,21-01-2017 12:48,Afternoon,Weekend
5072,Scone,21-01-2017 12:48,Afternoon,Weekend
5073,Jammie Dodgers,21-01-2017 12:54,Afternoon,Weekend
5073,Cake,21-01-2017 12:54,Afternoon,Weekend
5075,Sandwich,21-01-2017 13:03,Afternoon,Weekend
5076,Hot chocolate,21-01-2017 13:05,Afternoon,Weekend
5077,Coffee,21-01-2017 13:07,Afternoon,Weekend
5077,Coffee,21-01-2017 13:07,Afternoon,Weekend
5078,Coffee,21-01-2017 13:19,Afternoon,Weekend
5078,Tea,21-01-2017 13:19,Afternoon,Weekend
5079,Sandwich,21-01-2017 13:51,Afternoon,Weekend
5079,Cake,21-01-2017 13:51,Afternoon,Weekend
5079,Smoothies,21-01-2017 13:51,Afternoon,Weekend
5079,Bread,21-01-2017 13:51,Afternoon,Weekend
5080,Spanish Brunch,21-01-2017 13:58,Afternoon,Weekend
5080,Sandwich,21-01-2017 13:58,Afternoon,Weekend
5080,Coffee,21-01-2017 13:58,Afternoon,Weekend
5080,Truffles,21-01-2017 13:58,Afternoon,Weekend
5081,Cookies,21-01-2017 14:01,Afternoon,Weekend
5082,Sandwich,21-01-2017 14:06,Afternoon,Weekend
5082,Toast,21-01-2017 14:06,Afternoon,Weekend
5082,Tea,21-01-2017 14:06,Afternoon,Weekend
5082,Fudge,21-01-2017 14:06,Afternoon,Weekend
5083,Coffee,21-01-2017 14:06,Afternoon,Weekend
5083,Jammie Dodgers,21-01-2017 14:06,Afternoon,Weekend
5084,Cake,21-01-2017 14:07,Afternoon,Weekend
5084,Jammie Dodgers,21-01-2017 14:07,Afternoon,Weekend
5086,Frittata,21-01-2017 14:10,Afternoon,Weekend
5086,Bread,21-01-2017 14:10,Afternoon,Weekend
5087,Coffee,21-01-2017 14:30,Afternoon,Weekend
5088,Afternoon with the baker,21-01-2017 14:35,Afternoon,Weekend
5089,Raspberry shortbread sandwich,21-01-2017 14:37,Afternoon,Weekend
5089,Bread,21-01-2017 14:37,Afternoon,Weekend
5089,Coffee,21-01-2017 14:37,Afternoon,Weekend
5090,Sandwich,21-01-2017 14:39,Afternoon,Weekend
5090,Extra Salami or Feta,21-01-2017 14:39,Afternoon,Weekend
5090,Tea,21-01-2017 14:39,Afternoon,Weekend
5090,Bread,21-01-2017 14:39,Afternoon,Weekend
5090,Cake,21-01-2017 14:39,Afternoon,Weekend
5092,Tea,21-01-2017 14:42,Afternoon,Weekend
5092,Duck egg,21-01-2017 14:42,Afternoon,Weekend
5093,Scandinavian,21-01-2017 14:56,Afternoon,Weekend
5094,Coffee,21-01-2017 14:59,Afternoon,Weekend
5094,Hot chocolate,21-01-2017 14:59,Afternoon,Weekend
5094,Brownie,21-01-2017 14:59,Afternoon,Weekend
5095,Spanish Brunch,21-01-2017 15:02,Afternoon,Weekend
5095,Bread,21-01-2017 15:02,Afternoon,Weekend
5096,Bread,21-01-2017 15:11,Afternoon,Weekend
5096,Coffee,21-01-2017 15:11,Afternoon,Weekend
5097,Jam,21-01-2017 15:13,Afternoon,Weekend
5098,Coffee,21-01-2017 15:23,Afternoon,Weekend
5098,Frittata,21-01-2017 15:23,Afternoon,Weekend
5098,Scone,21-01-2017 15:23,Afternoon,Weekend
5099,Coffee,21-01-2017 15:25,Afternoon,Weekend
5099,Coffee,21-01-2017 15:25,Afternoon,Weekend
5099,Cake,21-01-2017 15:25,Afternoon,Weekend
5099,Bread,21-01-2017 15:25,Afternoon,Weekend
5100,Coffee,21-01-2017 15:26,Afternoon,Weekend
5100,Hot chocolate,21-01-2017 15:26,Afternoon,Weekend
5100,Cake,21-01-2017 15:26,Afternoon,Weekend
5100,Brownie,21-01-2017 15:26,Afternoon,Weekend
5100,Extra Salami or Feta,21-01-2017 15:26,Afternoon,Weekend
5101,Fudge,21-01-2017 15:37,Afternoon,Weekend
5102,Coffee,21-01-2017 15:39,Afternoon,Weekend
5103,Hot chocolate,21-01-2017 15:41,Afternoon,Weekend
5103,Bread,21-01-2017 15:41,Afternoon,Weekend
5103,Scone,21-01-2017 15:41,Afternoon,Weekend
5104,Cake,21-01-2017 15:49,Afternoon,Weekend
5105,Bread,21-01-2017 15:53,Afternoon,Weekend
5105,Bread,21-01-2017 15:53,Afternoon,Weekend
5105,Frittata,21-01-2017 15:53,Afternoon,Weekend
5106,Coffee,21-01-2017 15:55,Afternoon,Weekend
5106,Bread,21-01-2017 15:55,Afternoon,Weekend
5107,Brownie,21-01-2017 16:00,Afternoon,Weekend
5108,Cake,21-01-2017 16:06,Afternoon,Weekend
5108,Muffin,21-01-2017 16:06,Afternoon,Weekend
5109,Cake,21-01-2017 16:07,Afternoon,Weekend
5110,Hot chocolate,21-01-2017 16:07,Afternoon,Weekend
5110,Coffee,21-01-2017 16:07,Afternoon,Weekend
5111,Tea,21-01-2017 16:13,Afternoon,Weekend
5111,Frittata,21-01-2017 16:13,Afternoon,Weekend
5112,Coffee,21-01-2017 16:38,Afternoon,Weekend
5113,Tea,21-01-2017 16:41,Afternoon,Weekend
5113,Hot chocolate,21-01-2017 16:41,Afternoon,Weekend
5113,Juice,21-01-2017 16:41,Afternoon,Weekend
5113,Cookies,21-01-2017 16:41,Afternoon,Weekend
5114,Cake,21-01-2017 16:45,Afternoon,Weekend
5114,Bread,21-01-2017 16:45,Afternoon,Weekend
5114,Hot chocolate,21-01-2017 16:45,Afternoon,Weekend
5115,Bread,22-01-2017 09:16,Morning,Weekend
5116,Scone,22-01-2017 09:24,Morning,Weekend
5116,Cookies,22-01-2017 09:24,Morning,Weekend
5116,Coffee,22-01-2017 09:24,Morning,Weekend
5116,Juice,22-01-2017 09:24,Morning,Weekend
5117,Coffee,22-01-2017 09:36,Morning,Weekend
5117,Coffee,22-01-2017 09:36,Morning,Weekend
5117,Brownie,22-01-2017 09:36,Morning,Weekend
5117,Scone,22-01-2017 09:36,Morning,Weekend
5118,Coffee,22-01-2017 09:39,Morning,Weekend
5119,Tea,22-01-2017 09:49,Morning,Weekend
5119,Raspberry shortbread sandwich,22-01-2017 09:49,Morning,Weekend
5120,Afternoon with the baker,22-01-2017 09:55,Morning,Weekend
5121,Hot chocolate,22-01-2017 09:57,Morning,Weekend
5121,Coffee,22-01-2017 09:57,Morning,Weekend
5121,Tea,22-01-2017 09:57,Morning,Weekend
5121,Alfajores,22-01-2017 09:57,Morning,Weekend
5121,Pastry,22-01-2017 09:57,Morning,Weekend
5121,Tiffin,22-01-2017 09:57,Morning,Weekend
5122,Coffee,22-01-2017 10:02,Morning,Weekend
5122,Medialuna,22-01-2017 10:02,Morning,Weekend
5123,Toast,22-01-2017 10:04,Morning,Weekend
5123,Coffee,22-01-2017 10:04,Morning,Weekend
5124,Coffee,22-01-2017 10:05,Morning,Weekend
5125,Coffee,22-01-2017 10:11,Morning,Weekend
5125,Coffee,22-01-2017 10:11,Morning,Weekend
5125,Toast,22-01-2017 10:11,Morning,Weekend
5126,Coffee,22-01-2017 10:12,Morning,Weekend
5127,Bread,22-01-2017 10:14,Morning,Weekend
5127,Coffee,22-01-2017 10:14,Morning,Weekend
5127,Bread,22-01-2017 10:14,Morning,Weekend
5128,Bread,22-01-2017 10:15,Morning,Weekend
5128,Eggs,22-01-2017 10:15,Morning,Weekend
5129,Bread,22-01-2017 10:33,Morning,Weekend
5130,Bread,22-01-2017 10:50,Morning,Weekend
5130,Bread,22-01-2017 10:50,Morning,Weekend
5130,Coffee,22-01-2017 10:50,Morning,Weekend
5130,Scone,22-01-2017 10:50,Morning,Weekend
5130,Frittata,22-01-2017 10:50,Morning,Weekend
5131,Medialuna,22-01-2017 10:50,Morning,Weekend
5132,Bread,22-01-2017 10:51,Morning,Weekend
5133,Coffee,22-01-2017 10:53,Morning,Weekend
5133,Bread,22-01-2017 10:53,Morning,Weekend
5133,Bread,22-01-2017 10:53,Morning,Weekend
5134,Coffee,22-01-2017 10:55,Morning,Weekend
5134,Coffee,22-01-2017 10:55,Morning,Weekend
5134,Toast,22-01-2017 10:55,Morning,Weekend
5135,Medialuna,22-01-2017 11:05,Morning,Weekend
5136,Scone,22-01-2017 11:14,Morning,Weekend
5137,Tea,22-01-2017 11:18,Morning,Weekend
5137,Coffee,22-01-2017 11:18,Morning,Weekend
5137,Toast,22-01-2017 11:18,Morning,Weekend
5137,Bread,22-01-2017 11:18,Morning,Weekend
5138,Bread,22-01-2017 11:23,Morning,Weekend
5138,Alfajores,22-01-2017 11:23,Morning,Weekend
5139,Coffee,22-01-2017 11:27,Morning,Weekend
5139,Cake,22-01-2017 11:27,Morning,Weekend
5140,Coffee,22-01-2017 11:35,Morning,Weekend
5140,Cake,22-01-2017 11:35,Morning,Weekend
5140,Bread,22-01-2017 11:35,Morning,Weekend
5141,Bread,22-01-2017 11:37,Morning,Weekend
5141,Coffee,22-01-2017 11:37,Morning,Weekend
5141,Tea,22-01-2017 11:37,Morning,Weekend
5142,Hot chocolate,22-01-2017 11:39,Morning,Weekend
5142,Cake,22-01-2017 11:39,Morning,Weekend
5142,Bread,22-01-2017 11:39,Morning,Weekend
5143,Tea,22-01-2017 11:41,Morning,Weekend
5144,Alfajores,22-01-2017 12:02,Afternoon,Weekend
5144,Coffee,22-01-2017 12:02,Afternoon,Weekend
5145,Hot chocolate,22-01-2017 12:04,Afternoon,Weekend
5145,Coffee,22-01-2017 12:04,Afternoon,Weekend
5146,Hot chocolate,22-01-2017 12:10,Afternoon,Weekend
5146,Smoothies,22-01-2017 12:10,Afternoon,Weekend
5146,The Nomad,22-01-2017 12:10,Afternoon,Weekend
5146,Bread,22-01-2017 12:10,Afternoon,Weekend
5146,Afternoon with the baker,22-01-2017 12:10,Afternoon,Weekend
5147,Tea,22-01-2017 12:10,Afternoon,Weekend
5148,Bread,22-01-2017 12:17,Afternoon,Weekend
5149,Jammie Dodgers,22-01-2017 12:28,Afternoon,Weekend
5150,The Nomad,22-01-2017 12:35,Afternoon,Weekend
5150,Juice,22-01-2017 12:35,Afternoon,Weekend
5150,Coffee,22-01-2017 12:35,Afternoon,Weekend
5150,Coffee,22-01-2017 12:35,Afternoon,Weekend
5151,Bread,22-01-2017 12:44,Afternoon,Weekend
5151,Scone,22-01-2017 12:44,Afternoon,Weekend
5151,Pastry,22-01-2017 12:44,Afternoon,Weekend
5151,Cake,22-01-2017 12:44,Afternoon,Weekend
5151,Bread,22-01-2017 12:44,Afternoon,Weekend
5152,Coffee,22-01-2017 12:53,Afternoon,Weekend
5152,Scone,22-01-2017 12:53,Afternoon,Weekend
5152,Sandwich,22-01-2017 12:53,Afternoon,Weekend
5153,Coffee,22-01-2017 12:55,Afternoon,Weekend
5153,Cake,22-01-2017 12:55,Afternoon,Weekend
5153,Pastry,22-01-2017 12:55,Afternoon,Weekend
5154,Tea,22-01-2017 12:58,Afternoon,Weekend
5154,Cookies,22-01-2017 12:58,Afternoon,Weekend
5154,Soup,22-01-2017 12:58,Afternoon,Weekend
5155,Hot chocolate,22-01-2017 13:00,Afternoon,Weekend
5155,Bread,22-01-2017 13:00,Afternoon,Weekend
5155,Cake,22-01-2017 13:00,Afternoon,Weekend
5155,Jammie Dodgers,22-01-2017 13:00,Afternoon,Weekend
5156,Soup,22-01-2017 13:00,Afternoon,Weekend
5157,Salad,22-01-2017 13:01,Afternoon,Weekend
5158,Pastry,22-01-2017 13:08,Afternoon,Weekend
5158,Frittata,22-01-2017 13:08,Afternoon,Weekend
5159,Bread,22-01-2017 13:12,Afternoon,Weekend
5160,Alfajores,22-01-2017 13:20,Afternoon,Weekend
5160,Jammie Dodgers,22-01-2017 13:20,Afternoon,Weekend
5160,Cake,22-01-2017 13:20,Afternoon,Weekend
5160,Tiffin,22-01-2017 13:20,Afternoon,Weekend
5160,Cake,22-01-2017 13:20,Afternoon,Weekend
5161,Soup,22-01-2017 13:38,Afternoon,Weekend
5161,Salad,22-01-2017 13:38,Afternoon,Weekend
5161,Extra Salami or Feta,22-01-2017 13:38,Afternoon,Weekend
5161,Sandwich,22-01-2017 13:38,Afternoon,Weekend
5161,Coffee,22-01-2017 13:38,Afternoon,Weekend
5161,Coffee,22-01-2017 13:38,Afternoon,Weekend
5161,Coffee,22-01-2017 13:38,Afternoon,Weekend
5162,Coffee,22-01-2017 13:42,Afternoon,Weekend
5162,Coffee,22-01-2017 13:42,Afternoon,Weekend
5162,Alfajores,22-01-2017 13:42,Afternoon,Weekend
5163,Cake,22-01-2017 14:03,Afternoon,Weekend
5164,Tea,22-01-2017 14:07,Afternoon,Weekend
5164,Tea,22-01-2017 14:07,Afternoon,Weekend
5165,Smoothies,22-01-2017 14:13,Afternoon,Weekend
5165,Tea,22-01-2017 14:13,Afternoon,Weekend
5165,Hot chocolate,22-01-2017 14:13,Afternoon,Weekend
5165,Jammie Dodgers,22-01-2017 14:13,Afternoon,Weekend
5166,Coffee,22-01-2017 14:15,Afternoon,Weekend
5166,Bread,22-01-2017 14:15,Afternoon,Weekend
5167,Toast,22-01-2017 14:37,Afternoon,Weekend
5167,Soup,22-01-2017 14:37,Afternoon,Weekend
5167,Coffee,22-01-2017 14:37,Afternoon,Weekend
5167,Juice,22-01-2017 14:37,Afternoon,Weekend
5168,Alfajores,22-01-2017 14:40,Afternoon,Weekend
5168,Coffee,22-01-2017 14:40,Afternoon,Weekend
5168,Bread,22-01-2017 14:40,Afternoon,Weekend
5169,Coffee,22-01-2017 14:41,Afternoon,Weekend
5169,Coffee,22-01-2017 14:41,Afternoon,Weekend
5169,Spanish Brunch,22-01-2017 14:41,Afternoon,Weekend
5169,Duck egg,22-01-2017 14:41,Afternoon,Weekend
5170,Soup,22-01-2017 14:49,Afternoon,Weekend
5170,Coffee,22-01-2017 14:49,Afternoon,Weekend
5170,Cake,22-01-2017 14:49,Afternoon,Weekend
5171,Coffee,22-01-2017 14:50,Afternoon,Weekend
5172,Sandwich,22-01-2017 15:10,Afternoon,Weekend
5173,Coffee,22-01-2017 15:11,Afternoon,Weekend
5173,Coffee,22-01-2017 15:11,Afternoon,Weekend
5173,Sandwich,22-01-2017 15:11,Afternoon,Weekend
5173,Sandwich,22-01-2017 15:11,Afternoon,Weekend
5174,Tea,22-01-2017 15:24,Afternoon,Weekend
5174,Toast,22-01-2017 15:24,Afternoon,Weekend
5175,Coffee,22-01-2017 15:26,Afternoon,Weekend
5176,Truffles,22-01-2017 15:28,Afternoon,Weekend
5176,Juice,22-01-2017 15:28,Afternoon,Weekend
5176,Bread,22-01-2017 15:28,Afternoon,Weekend
5176,Jammie Dodgers,22-01-2017 15:28,Afternoon,Weekend
5176,Cake,22-01-2017 15:28,Afternoon,Weekend
5176,Medialuna,22-01-2017 15:28,Afternoon,Weekend
5177,Coffee,22-01-2017 15:46,Afternoon,Weekend
5177,Jammie Dodgers,22-01-2017 15:46,Afternoon,Weekend
5178,Bread,22-01-2017 15:57,Afternoon,Weekend
5179,Smoothies,22-01-2017 15:59,Afternoon,Weekend
5179,Tea,22-01-2017 15:59,Afternoon,Weekend
5179,Bread,22-01-2017 15:59,Afternoon,Weekend
5179,Fudge,22-01-2017 15:59,Afternoon,Weekend
5180,Bread,23-01-2017 08:50,Morning,Weekday
5181,Bread,23-01-2017 08:59,Morning,Weekday
5182,Coffee,23-01-2017 09:04,Morning,Weekday
5182,Coffee,23-01-2017 09:04,Morning,Weekday
5183,Coffee,23-01-2017 09:05,Morning,Weekday
5184,Hot chocolate,23-01-2017 09:40,Morning,Weekday
5184,Toast,23-01-2017 09:40,Morning,Weekday
5185,Tea,23-01-2017 09:43,Morning,Weekday
5185,Hot chocolate,23-01-2017 09:43,Morning,Weekday
5185,Sandwich,23-01-2017 09:43,Morning,Weekday
5187,Tea,23-01-2017 10:33,Morning,Weekday
5187,Coffee,23-01-2017 10:33,Morning,Weekday
5187,Hot chocolate,23-01-2017 10:33,Morning,Weekday
5188,Cake,23-01-2017 11:17,Morning,Weekday
5189,Coffee,23-01-2017 11:28,Morning,Weekday
5189,Coffee,23-01-2017 11:28,Morning,Weekday
5189,Toast,23-01-2017 11:28,Morning,Weekday
5189,Extra Salami or Feta,23-01-2017 11:28,Morning,Weekday
5189,Cake,23-01-2017 11:28,Morning,Weekday
5190,Bread,23-01-2017 11:32,Morning,Weekday
5190,Coffee,23-01-2017 11:32,Morning,Weekday
5190,Pastry,23-01-2017 11:32,Morning,Weekday
5191,Coffee,23-01-2017 11:52,Morning,Weekday
5191,Toast,23-01-2017 11:52,Morning,Weekday
5192,Sandwich,23-01-2017 12:18,Afternoon,Weekday
5192,Bread,23-01-2017 12:18,Afternoon,Weekday
5193,Coffee,23-01-2017 12:19,Afternoon,Weekday
5194,Sandwich,23-01-2017 12:30,Afternoon,Weekday
5194,Cake,23-01-2017 12:30,Afternoon,Weekday
5194,Hot chocolate,23-01-2017 12:30,Afternoon,Weekday
5195,Farm House,23-01-2017 12:32,Afternoon,Weekday
5195,Pastry,23-01-2017 12:32,Afternoon,Weekday
5196,Coffee,23-01-2017 12:33,Afternoon,Weekday
5196,Soup,23-01-2017 12:33,Afternoon,Weekday
5197,Soup,23-01-2017 12:37,Afternoon,Weekday
5197,Bread,23-01-2017 12:37,Afternoon,Weekday
5198,Tea,23-01-2017 12:42,Afternoon,Weekday
5198,Tea,23-01-2017 12:42,Afternoon,Weekday
5199,Cake,23-01-2017 12:45,Afternoon,Weekday
5199,Frittata,23-01-2017 12:45,Afternoon,Weekday
5200,Tea,23-01-2017 12:47,Afternoon,Weekday
5200,Coffee,23-01-2017 12:47,Afternoon,Weekday
